1	0.04752116	0.00000000	4.82962913	0.00380169	0.00000000	0.38637033	0
1	0.04752116	0.00000000	4.82962913	0.00380169	0.00000000	0.38637033	0
1	0.04870919	0.00000000	4.82962913	0.00389674	0.00000000	0.38637033	0
1	0.04992692	0.00000000	4.82962913	0.00399415	0.00000000	0.38637033	0
1	0.05117509	0.00000000	4.82962913	0.00409401	0.00000000	0.38637033	0
1	0.05245447	0.00000000	4.82962913	0.00419636	0.00000000	0.38637033	0
1	0.05376583	0.00000000	4.82962913	0.00430127	0.00000000	0.38637033	0
1	0.05510998	0.00000000	4.82962913	0.00440880	0.00000000	0.38637033	0
1	0.05648772	0.00000000	4.82962913	0.00451902	0.00000000	0.38637033	0
1	0.05789992	0.00000000	4.82962913	0.00463199	0.00000000	0.38637033	0
1	0.05934742	0.00000000	4.82962913	0.00474779	0.00000000	0.38637033	0
1	0.06083110	0.00000000	4.82962913	0.00486649	0.00000000	0.38637033	0
1	0.06235188	0.00000000	4.82962913	0.00498815	0.00000000	0.38637033	0
1	0.06391068	0.00000000	4.82962913	0.00511285	0.00000000	0.38637033	0
1	0.06550844	0.00000000	4.82962913	0.00524068	0.00000000	0.38637033	0
1	0.06714615	0.00000000	4.82962913	0.00537169	0.00000000	0.38637033	0
1	0.06882481	0.00000000	4.82962913	0.00550598	0.00000000	0.38637033	0
1	0.07054543	0.00000000	4.82962913	0.00564363	0.00000000	0.38637033	0
1	0.07230906	0.00000000	4.82962913	0.00578473	0.00000000	0.38637033	0
1	0.07411679	0.00000000	4.82962913	0.00592934	0.00000000	0.38637033	0
1	0.07596971	0.00000000	4.82962913	0.00607758	0.00000000	0.38637033	0
1	0.07786895	0.00000000	4.82962913	0.00622952	0.00000000	0.38637033	0
1	0.07981568	0.00000000	4.82962913	0.00638525	0.00000000	0.38637033	0
1	0.08181107	0.00000000	4.82962913	0.00654489	0.00000000	0.38637033	0
1	0.08385635	0.00000000	4.82962913	0.00670851	0.00000000	0.38637033	0
1	0.08595275	0.00000000	4.82962913	0.00687622	0.00000000	0.38637033	0
1	0.08810157	0.00000000	4.82962913	0.00704813	0.00000000	0.38637033	0
1	0.09030411	0.00000000	4.82962913	0.00722433	0.00000000	0.38637033	0
1	0.09256171	0.00000000	4.82962913	0.00740494	0.00000000	0.38637033	0
